reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
53b9b361-2c82-4720-8018-1f4a044afe53,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi nya sudah bagus kenapa sekarang harus login menggunakan tiktok akun utama saya hilang karena itu kalau mau dipulihkan pun harus disandingkan dengan tiktok sedangkan akun tiktok utama saya itu sudah tiba-tiba tersambung dengan akun lemon8 baru. Sudah akun utama lemon8 yang lama sulit dipulihkan akun baru itu tidak bisa dihapus pula kalau hapus akun lemon8 pasti akun tiktok pun ikut terhapus,1,21,7.9.5,2025-02-17 13:48:40,,,7.9.5
467e7e7a-c6c4-43b2-acd4-d1efb2e2d2c7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasinya bagus banget,,admin cepat respon,tapi vitur pembuat video langsung dari aplikasi belum ada,,baru photo aja yang ada,kedepannya mungkin bisa di tambahkan gun,, terimakasih",5,64,7.9.5,2025-02-03 12:43:45,,,7.9.5
aa12930c-d77d-4336-9118-72631ef3a24b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi nya bagus sebenernya cuma sayang sekarang mau masuk aja harus punya Tiktok. Buat saya yang ga punya apk nya susah. Tolong dong klo bisa yang ga pengguna tiktok juga bisa makek nya,3,19,7.9.5,2025-02-06 07:10:48,Thank you for taking the time to leave us this review. We appreciate you sharing your feedback with us and we will make sure to share it with our product team. We value your feedback so we can continue to improve!,2025-02-06 17:43:34,7.9.5
e1806745-b8fc-407c-893a-cf9b74131601,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi yang sangat mudah sekali dalam mengedit membantu para affiliate pemula dan kalau bisa tambah kan fitur dan lebih ditingkatkan lagi kemudahan fitur edit makasih,5,33,7.9.0,2025-01-28 05:28:15,,,7.9.0
d6c68b56-b1ef-43ef-a403-e9b998e1fdae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pdhal aplikasi bagus bgt. Udh login sebenernya, tp kalo mau balik ke profil malah g bisa, kudu kesambung ke TT. Hp aku g bisa buat apk TT, jadi y gitu deh. Kecewa sih, but i'm okay 😌",3,27,7.9.0,2025-01-20 04:58:56,,,7.9.0
3e7b5efc-1e50-4a40-a857-f8c2d0129d8f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasinya membantu banget untuk berbagai kebutuhan orang. Praktis dan enak banget tampilannya lebih ke fresh ke mata. Intinya membantu banget.,5,60,7.9.5,2025-02-20 05:55:21,,,7.9.5
fe1f5693-3570-4dc6-b1fd-c9dfc774a286,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Woi developer, studio foto AI yang ada diaplikasi kok cuma wanita doank tidak ada yang versi laki-lakinya, apakah aplikasi ini diciptakan untuk perempuan saja? Tambahkan fitur fitur lagi donk,",1,16,7.9.5,2025-01-24 20:30:19,,,7.9.5
620df6ca-d147-4645-a06c-75ed6021080b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Lemon8 berbeda dari aplikasi lain ,mungkin lebih menggabungkan antara beberapa aplikasi dan di kemas jadi lemon8, menurut saya benar g shi..",5,87,7.9.0,2025-01-21 12:30:35,,,7.9.0
cc216453-80c5-4aa5-a63e-d24451e7011e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi ini membantu aku banget gais dalam hal apapun bisa kehidupan sehari"" tutorial fashion sampek tentang hp pokok nya kalian harus download deh satu lagi apk ini bisa mendapatkan banyak hadiah lo.",5,33,7.9.5,2025-01-30 08:21:55,,,7.9.5
7853eba2-32f8-4d25-923e-0fcc927f6fcf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,@aplikasi yg mudah untuk berkreasi dan berinovasi dengan sangat baik di tambah dengan editing dan viturviturnya yang mudah di akses,5,132,8.3.5,2025-04-03 12:38:45,,,8.3.5
95660b97-df89-4401-9427-5c6913d2f0d5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Asalamualaikum Wrwb.Terima kasih Lemon8-Komunitas TikTok jadi aplikasi ajang pencarian bakat seni kreator interaksi aktif untuk mengembangkan seni dekoratif.Semoga berkah selamanya......,5,0,8.4.0,2025-04-10 20:56:47,,,8.4.0
9f75f666-995d-4170-8d49-7f33cbef659e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi ini sangat membantu sayaa dalam aspek kecantikan, olahraga, dan masih banyakk lagiii, jangan lupaa downloaf Lemon8 supaya dapat tips tipss glow up",5,0,8.3.5,2025-03-30 02:29:32,,,8.3.5
9d9619c5-e7f6-4d65-a05a-c3465a0f254b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi yg sangat mendukung buat saya karena bisa mengepresi segala konten yg sangat menarik dgn menggunakan lemon8,5,1,8.3.5,2025-03-27 10:07:16,,,8.3.5
d6cf8556-f442-49b3-88e1-695debb8254a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi yang sangat menyenangkan apa aja pertanyaan yang kita ajukan selama ini selalu ada hasil bahkan juga pengen lihat apa aja ada disini lebih suka ini dari pada geole. pertanyaan konyulku pun bahkan di jawab aplikasi yang satu ini thank you lemon8,4,2,8.4.0,2025-04-01 15:07:31,,,8.4.0
b65b54e0-476e-4844-b529-1d4c3c7f9304,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Suka banget sama lemon8, aku jadi bisa tau rekomendasi produk atau barang2 yg aku butuhin. Juga ada analisis wajah yang bikin tau kita cocoknya pake tipe skincare yg kek mana.",5,65,7.9.5,2025-02-04 12:00:02,,,7.9.5
86a080de-9ec2-4397-9645-8ba265569735,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi media sosial yang unik,menawarkan kombinasi antara platform berbagi foto dan vlog mini yang estetis. Dengan fitur editing canggih, pengguna dapat membuat konten visual yang menarik, baik itu seputar gaya hidup, fashion, makanan, atau travel. Interface nya yang bersih dan intuitif membuat pengalaman browsing lebih menyenangkan. Lemon8 cocok untuk kamu yang ingin berbagi inspirasi atau menemukan ide-ide kreatif secara visual",5,1007,7.8.0,2025-01-13 05:24:48,,,7.8.0
1cf6444c-c0cd-4f48-bd64-029334272853,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi penuh manfaat, Bnyak ilmu dn inspirasi ny. Makasi lemon8 ☺meskipun blum pernah post, tp liat postingan teman2 yg lain jd seneng baca gt, apalagi ada tips n trik ny☺☺",5,3,7.9.5,2025-02-23 02:41:44,,,7.9.5
8e8abda0-f3fe-41a3-9012-970b417df09c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Cukup baik untuk menjadi sarana diskusi dengan pola yang agak berbeda dengan media sosial lainnya, karena baru beberapa hari mencoba jadi belum bisa mencoba semua fitur-fitur nya, sejauh ini masih cukup bagus",5,34,7.9.5,2025-02-17 12:08:03,,,7.9.5
d2716417-7a05-4200-8ed6-f16657a04bbd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"padahal aplikasi ini sebelumnya sangat bagus dan sangat membantu, tetapi ketika login harus dengan akun tiktok jadi nggak suka, karena satu memang tidak punya tiktok dan juga tidak ingin install aplikasi tiktok.. tolong jadi masukan, jangan jadikan syaratnya harus bergabung dengan aplikasi itu..",1,168,7.6.3,2024-12-20 08:00:44,,,7.6.3
061895ba-461f-4a78-bee2-b0db8c52dc71,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa siiihhh sekarang harus connect ke akun tiktok???? pdhl udh bagus sebelumnya, gue emng sengaja ngindarin tiktok karna itu aplikasi ga guna, eh ini lemontong malah joinan tiktok segala ngeribetin hihhhhh",1,20,8.2.0,2025-03-05 10:15:45,,,8.2.0
53758a62-7799-4bdb-b719-e9e5e37e5c52,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awalnya suka sama aplikasi ini krna ngebantu banget utk cari"" info dari skincare, fashion, haircare, etc. Tapi baru hari ini buka lagi dan diminta utk login lewat TIKTOK. Terserah sih ya mau kerjasama ato gak, tp ini kesannya maksa banget harus instal app tiktok. Pdhl w aslinya gk suka pake tiktok. Ah membagongkan sekali ni aplikasi",1,203,7.6.3,2024-12-13 00:49:49,,,7.6.3
9ec786a9-3908-4f94-a175-9f2baa827a14,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Asik banget ngedit dan berkreasi si lemon8. Karena fiturnya gampang dan colorfull. Aku di lemon8 jadi semangat sama diri sendiri utk percaya diri ngeriview dan ngebuat diy serta anyak kreator lain yang idenya menarik dan kreatif😁,5,5,8.1.5,2025-03-01 08:45:39,,,8.1.5
8620f5d0-57f8-4bc0-8142-aacc676976ef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong dong balikin ke versi lama kalo bisa, yg bisa log-in pakai gmail tanpa harus pakai tiktok. Gak semua org install & pakai tiktok. Dan lg app tiktok tu ukurannya gede bgt, hp yg mendang mendung jadinya tambah berat. Makasih.",4,96,7.6.5,2024-12-29 08:37:53,,,7.6.5
b7362e0b-7bbe-4c51-ba25-a8dbccb829da,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"min, kok aku nggak bisa menganalisa wajah aku ya?. d situ tertulis ""maaf, sepertinya anda tidak memenuhi syarat untuk analisis wajah"", padahal syarat syarat nya aja belum muncul. padahal aku juga baru install apk ini, gimana ya min? mohon d jawab",1,4,8.3.0,2025-03-20 21:13:14,,,8.3.0
85f7382c-d9fb-4e83-9c88-e482fd7c7d0c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya suka banget sama Lemon8 karna banyak yang dapat kita pelajari terutama resep2 masakan,kue dan minuman karna saya orangnya gak tau masak jadi bisa belajar dari resep2 yang ada lemon8☺️",5,40,8.3.0,2025-03-25 08:07:52,,,8.3.0
dd1b56e9-b8a7-44a9-a31a-505baade07b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Semua inspirasi ada disini, mulai fashion, food, skincare, dls #uhh #jatuh cinta #lemon8, sedih ga bisa masuk lagi karena harus punya akun tiktok, saya tidak punya tiktok dn tidak mau instal itu",5,1,8.3.0,2025-03-15 02:06:38,,,8.3.0
6d5b8925-2af2-48a0-aa3e-9c200b1302cc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Informatif! adalah kata yang tepat untuk menggambarkan App ini dari segi Fungsionalitas juga sangat luar biasa sekali.⭐,5,0,8.2.6,2025-03-30 04:42:08,,,8.2.6
5e562099-b65e-45fd-abe5-9910426ad58c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baru update kenapa jd harus login pke akun tiktok ya? trs yg gak pake tiktok gmn? masa orang dipaksa buat punya akun tiktok!!! coba balikin aja kyak sebelum'ny untuk loginnya... klo ada yg mau tautin ke akun tiktok yaa itu udah hak masing² jangan dipaksa untuk login pke tiktok kyak gini dong!!!,1,5,7.9.5,2025-02-11 04:01:18,,,7.9.5
fd4ff9c5-285f-41c3-a1e4-e08c5b453806,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Q awalnya bingung ini aplikasi apa trnyta setelah Q lihat para konten kreator nya Q suka karena disini bnyak yang konten nya memasak maupun menceritakan keseharian nya,5,2,7.9.5,2025-02-03 07:25:52,,,7.9.5
a1d7187a-4306-47b7-9493-a5366106e948,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Lemon 8 keren bgt fitur template dan stiker nya, tapi sayang GK ada template buat postingan video,, knpa template yg bagus2 cuma untuk yg post gambar aja",5,1,7.9.0,2025-01-28 08:56:02,,,7.9.0
05486493-be9f-4cc1-8d21-3e7235782f50,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi yang bagus saya suka fitur editing nya sangat menarik dan kreatif untuk saya yg baru mulai hasil foto dan konten pun semakin bagus,5,4,7.9.5,2025-02-05 13:12:13,,,7.9.5
53296400-1ff2-4409-9937-49c442d30c23,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apk nya bagus dan bermanfaat banget, saran aja min kalo bisa di settingan akunnya diubah biar bisa pake 2 akun dan switch2 akunnya min hehe, thank u🤗👏",5,3,7.9.5,2025-02-03 04:21:42,,,7.9.5
89f2d6ab-a4c3-422d-8980-4a8a4f20fffc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi untuk buat konten terbaik dan orang ya juga baik baik semua,cuma rada terganggu karena sekarang laki laki juga ada di lemon8,ngerasa risih aja sih😁",5,1,8.1.5,2025-03-11 21:39:01,,,8.1.5
4156eabb-9b65-4c06-901d-3b3b65cdc579,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat membantu sekali.. jangan ditunda lagi.. ayoo install app lemon8 karena disana banyak sekali pengalaman dan pengetahuan yg bisa kita dapat dari lemon8👍👍👍,5,3,8.1.5,2025-03-03 12:58:12,,,8.1.5
5e466daf-9b61-4461-9c6f-273146cd09ea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Alhamdulillah selama saya pake aplikasi ini saya cukup puas seperti main tiktok aja semuga kedepannya lemon 8 tambah baik dan sukses selalu,5,0,7.9.5,2025-02-11 02:40:00,,,7.9.5
91ceef2e-1391-4d2e-85df-06480b4b5866,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Banyak ilmu baru dan yg baru aku ketahui di sini, sukanya banget sama aplikasi ini, kadang gak terasa udah berjam jam scroll lemon 8 saking asyiknya",5,2,7.9.0,2025-02-01 11:06:31,,,7.9.0
173a56e3-6184-4957-8642-afc8f7f4bd5d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kesel bgt ama ni apl,download kemarin karna iseng doang,dpet tautan dr temen ditiktok,krna menurut gw ga cocok jadi td gw apus,trnyta akun tiktoknya juga ikut kehapus,krna hpusny jg emng harus ketiktok,tp ga ekspect tiktoknya bakal kehapus jg,trus gw aktifin lagi tt nya,trnyta lemonnya masih ngikut aj,buset apa ga bs hapus akun lemonnya aja,kesel bgt",1,4,7.9.0,2025-01-27 02:16:26,,,7.9.0
10ad73d9-29e7-4eaa-bfb8-86a96ab27f17,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Full dgn hal hal yang saya perlukan mulai dr kesehatan , kecantikan sampai dgn makanan.. semua lengkap infonya",5,2,8.2.0,2025-03-07 02:03:56,,,8.2.0
75c633d5-03e6-4d65-991c-6d7e46024509,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Dengan adanya aplikasi lemon byk pengetahuan yg di dapat, terutama mngenai interior, tips dan trik, berkebun, dsb...",5,0,8.4.0,2025-04-06 01:03:37,,,8.4.0
81573ebd-cf60-45cd-88c5-4d5bec14d29d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"baru bergabung, suka dengan editing nya keren2 semoga bisa terus bermanfaat, aku suka",5,1,8.3.5,2025-03-27 14:42:59,,,8.3.5
1d044f5a-8a73-428d-b984-8d156a902aa7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi media sosial yg sangat bagus . Tampilan antar muka nya juga sangat keren.👍👍👍👍🌹🌹🌹🌹🌹🥰🥰🥰🥰🙏🙏🙏😇😇😇💖💖💖💖,5,0,8.3.5,2025-03-26 17:12:49,,,8.3.5
66b645b9-8bb9-47e2-8caa-341f365ff12a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya senang ikut di lemon8 bisa mencari inspirasi dan juga mencari wawasan dan juga banyak teman mengasyikkan di lemon8 ini,5,0,8.3.5,2025-03-29 06:23:03,,,8.3.5
